id,amount,date,country,client_fio,account_number,status,transaction_status
67647,232669.88,2024-09-25 14:43:43,Норвегия,Чернова Тамара Робертовна,407022491000847007,Низкий риск,высокий риск
67648,116363.27,2024-10-30 07:26:12,Уругвай,Фролов Андрон Ярославович,407024762708899642,Низкий риск,высокий риск
67649,82581.61,2025-02-21 21:00:40,Афганистан,Ширяева Капитон Кузьминична,407020338023134503,Санкционная (высокий риск),высокий риск
67650,260551.23,2025-04-03 21:53:50,Йемен,Копылов Варфоломей Валентинович,407021751784656084,Серый список FATF (риск),высокий риск
67651,47116.00,2025-03-06 12:59:28,Чили,Кононов Гордей Еремеевич,407029454576526663,Низкий риск,средний риск
67652,265859.30,2024-10-10 05:26:16,Люксембург,Щербаков Бажен Федоровна,407027071950740306,Низкий риск,высокий риск
67653,278898.95,2024-10-05 08:28:25,Сербия,Ефремов Татьяна Гавриилович,407027382855792179,Низкий риск,высокий риск
67654,116396.82,2025-01-17 16:44:11,Швейцария,Яковлев Панфил Тимофеевна,407023253184640696,Офшор (риск),высокий риск
67655,221457.10,2025-01-28 12:06:27,Танзания,Попов Глеб Валентиновна,407023333752568116,Серый список FATF (риск),высокий риск
67656,219674.20,2025-05-01 20:50:04,Азербайджан,Михайлов Ермолай Оскаровна,407020986151040912,СНГ (не подозрительная),высокий риск
67657,121833.23,2024-08-12 18:55:41,Танзания,Гордеев Парамон Николаевна,407027899171223437,Серый список FATF (риск),высокий риск
67658,294825.82,2024-10-08 05:57:29,Гана,Федотов Автоном Борисович,407023319234962651,Серый список FATF (риск),высокий риск
67659,239463.92,2024-07-20 23:13:01,Албания,Яковлев Панфил Тимофеевна,407023253184640696,Серый список FATF (риск),высокий риск
67660,181364.16,2025-04-15 10:13:37,Бенин,Щербаков Бажен Федоровна,407027071950740306,Низкий риск,высокий риск
67661,151902.09,2024-12-26 22:26:08,Таиланд,Панфилов Вениамин Станиславовна,407023424917518868,Низкий риск,высокий риск
67662,171715.55,2025-02-21 19:50:21,Бурунди,Пономарев Алевтина Тарасович,407027876927717238,Низкий риск,высокий риск
67663,51764.59,2025-05-22 14:03:34,Уганда,Попов Глеб Валентиновна,407023333752568116,Серый список FATF (риск),высокий риск
67664,77305.20,2025-05-27 16:58:13,Таиланд,Котов Прокофий Борисовна,407027375099712618,Низкий риск,высокий риск
67665,285456.80,2024-10-29 20:49:01,Египет,Громова Порфирий Матвеевна,407028855134468059,Низкий риск,высокий риск
67666,269852.60,2025-05-26 12:04:57,Ирак,Кондратьев Иосиф Харламович,407025897414452387,Высокая коррупция (риск),высокий риск
67667,64269.86,2024-09-22 17:42:16,Чад,Суханов Эраст Ефимовна,407026057625076240,Низкий риск,высокий риск
67668,222625.36,2024-09-20 20:40:47,Эстония,Галкина Фотий Тимуровна,407020500619220023,Низкий риск,высокий риск
67669,30294.73,2025-02-27 04:49:03,Сингапур,Лазарева Севастьян Арсенович,407029505838984306,Офшор (риск),высокий риск
67670,270566.01,2025-05-01 11:58:57,Танзания,Гуляев Яков Евсеевич,407023990206477136,Серый список FATF (риск),высокий риск
67671,265681.48,2024-11-23 16:31:55,Марокко,Суворова Эрнест Гордеевич,407029127800641724,Низкий риск,высокий риск
67672,126812.10,2024-10-19 21:10:43,Бангладеш,Филиппов Антонина Анатольевна,407022163828264858,Низкий риск,высокий риск
67673,232244.14,2024-06-04 23:53:52,Словакия,Гришин Куприян Трофимович,407020929029803383,Низкий риск,высокий риск
67674,25781.42,2024-12-21 07:21:20,Оман,Молчанова Орест Афанасьевич,407027011438863131,Низкий риск,средний риск
67675,76852.60,2024-08-12 16:31:27,Армения,Михайлов Ермолай Оскаровна,407020986151040912,СНГ (не подозрительная),высокий риск
67676,207302.07,2025-01-17 19:08:32,Гватемала,Федотов Автоном Борисович,407023319234962651,Низкий риск,высокий риск
67677,217189.97,2024-10-24 12:39:24,Кения,Субботин Лидия Федоровна,407020761873820098,Низкий риск,высокий риск
67678,276777.08,2025-02-14 15:56:41,Турция,Рыбакова Галактион Еремеевич,407028928450777605,Серый список FATF (риск),высокий риск
67679,219121.66,2024-12-27 12:39:45,Норвегия,Мамонтов Казимир Димитриевич,407022463806952389,Низкий риск,высокий риск
67680,83766.36,2025-03-01 04:35:54,Беларусь,Князев Никодим Ниловна,407022241940342207,СНГ (не подозрительная),высокий риск
67681,289549.06,2024-09-21 04:29:21,Саудовская Аравия,Хохлова Евфросиния Егорович,407022921912713131,Низкий риск,высокий риск
67682,176391.17,2024-07-26 12:48:42,Исландия,Тарасов Станимир Антонович,407024070881143104,Низкий риск,высокий риск
67683,182212.70,2025-04-18 01:51:02,Буркина-Фасо,Гуляева Федот Виленович,407020848495211917,Серый список FATF (риск),высокий риск
67684,10757.12,2024-12-03 21:00:25,Малайзия,Федотов Автоном Борисович,407023319234962651,Низкий риск,низкий риск
