id,Amount,Date,Country,Client_FIO,Account_Number
8408,299534.25 RUB,2024-10-07 07:00:23,Ливан,Суханов Эраст Ефимовна,407026057625076240
8409,159198.65 RUB,2024-07-29 15:43:20,Монако,Гордеев Парамон Николаевна,407027899171223437
8410,180675.61 RUB,2025-04-14 05:36:00,Тунис,Котов Кондрат Ерофеевич,407023795449503350
8411,185553.47 RUB,2024-07-31 11:03:12,Испания,Галкин Лора Викторовна,407024645732982407
8412,57012.01 RUB,2025-01-13 00:20:07,Сербия,Журавлева Бажен Тимуровна,407021312206113808
8413,168930.11 RUB,2025-05-03 14:12:41,Хорватия,Рогова Ипполит Богдановна,407024521165925159
8414,295857.35 RUB,2024-09-12 17:08:16,Бахрейн,Савина Флорентин Адрианович,407023424408906955
8415,8760.0 RUB,2024-06-15 22:35:32,Португалия,Турова Вадим Данилович,407022490565821805
8416,239995.65 RUB,2025-05-03 23:26:11,США,Турова Вадим Данилович,407022490565821805
8417,164733.37 RUB,2024-09-24 02:18:05,Пакистан,Яковлева Евфросиния Аверьянович,407022165925789005
8418,84070.95 RUB,2024-08-22 23:56:48,Мали,Лихачев Виктория Архиповна,407025480493393751
8419,106071.4 RUB,2024-09-12 11:04:50,Кипр,Гришин Куприян Трофимович,407020929029803383
8420,187083.24 RUB,2024-08-13 11:05:20,Панама,Кудрявцева Агата Степановна,407022693681622964
8421,249488.09 RUB,2024-06-12 21:34:52,Португалия,Морозов Дмитрий Иосифович,407020131473225662
8422,296472.95 RUB,2024-06-12 20:50:58,Кипр,Макаров Авксентий Виленович,407027805350048022
8423,21295.32 RUB,2024-07-31 22:00:44,ЮАР,Копылов Варфоломей Валентинович,407021751784656084
8424,259924.68 RUB,2024-09-13 18:51:04,Шри-Ланка,Котов Прокофий Борисовна,407027375099712618
8425,268966.9 RUB,2024-11-30 22:48:12,Мали,Чернова Тамара Робертовна,407022491000847007
8426,40730.29 RUB,2024-10-02 00:20:56,Грузия,Журавлева Бажен Тимуровна,407021312206113808
8427,202884.3 RUB,2024-08-11 18:21:00,Канада,Устинов Анастасия Львовна,407020067821431385
8428,298700.69 RUB,2025-05-07 15:11:25,Германия,Савина Флорентин Адрианович,407023424408906955
8429,6896.8 RUB,2024-09-30 13:46:26,Бельгия,Ефремов Авксентий Ефстафьевич,407020969495136460
8430,128032.02 RUB,2025-01-14 22:58:19,Ирак,Морозов Дмитрий Иосифович,407020131473225662
8431,107253.08 RUB,2024-10-28 23:36:40,Грузия,Савельева Остромир Ермолаевич,407022851704819711
8432,149261.43 RUB,2025-05-20 20:18:32,Словакия,Щербаков Бажен Федоровна,407027071950740306
8433,185144.87 RUB,2024-11-01 05:54:06,Чад,Журавлев Таисия Анатольевна,407027032200835920
8434,251475.74 RUB,2025-02-04 04:48:53,Марокко,Бирюкова Синклитикия Афанасьевна,407029114357208580
8435,63591.66 RUB,2025-04-22 04:23:26,Иран,Потапова Захар Львовна,407029928036946620
8436,56626.85 RUB,2025-01-03 02:16:15,Ангола,Исаева Амвросий Эльдаровна,407022642841529921
8437,162950.59 RUB,2024-10-09 11:46:39,Йемен,Кононов Мечислав Тарасовна,407020933108062598
8438,40467.31 RUB,2024-10-15 09:23:45,Ирак,Исаева Амвросий Эльдаровна,407022642841529921
8439,233340.57 RUB,2025-05-29 17:21:11,Таиланд,Лихачев Виктория Архиповна,407025480493393751
8440,259879.02 RUB,2024-11-21 16:33:28,Танзания,Кононов Гордей Еремеевич,407029454576526663
8441,271902.56 RUB,2024-11-08 15:22:04,Сирия,Суворова Эрнест Гордеевич,407029127800641724
8442,46045.18 RUB,2024-06-26 15:05:48,Зимбабве,Панфилов Вениамин Станиславовна,407023424917518868
8443,280861.46 RUB,2024-08-23 15:55:18,Мексика,Дьячкова Тимофей Тарасовна,407029658795477744
8444,12548.09 RUB,2024-06-24 11:07:34,Австрия,Рогова Феофан Фролович,407021538735222408
8445,121638.45 RUB,2025-03-08 16:15:14,Албания,Дьячкова Тимофей Тарасовна,407029658795477744
8446,16919.65 RUB,2025-02-01 11:42:23,Кипр,Турова Вадим Данилович,407022490565821805
8447,202564.09 RUB,2024-10-06 23:17:59,Киргизия,Копылов Варфоломей Валентинович,407021751784656084
8448,36648.75 RUB,2024-06-27 15:49:11,Сингапур,Кондратьев Иосиф Харламович,407025897414452387
8449,240875.28 RUB,2024-06-22 09:37:10,Эфиопия,Григорьев Сидор Валерьянович,407021422101636308
8450,28515.39 RUB,2024-10-04 03:04:57,Египет,Ефремов Татьяна Гавриилович,407027382855792179
8451,78526.64 RUB,2024-06-10 02:35:36,Габон,Дмитриев Ермолай Федоровна,407028773741004260
8452,237547.18 RUB,2024-09-14 18:36:40,Грузия,Калашникова Лаврентий Фокич,407029022446497446
8453,77198.18 RUB,2024-07-17 06:39:55,Эфиопия,Щербаков Бажен Федоровна,407027071950740306
8454,230169.01 RUB,2025-05-25 16:56:29,Таджикистан,Галкина Фотий Тимуровна,407020500619220023
8455,50505.94 RUB,2025-02-21 02:11:42,Египет,Кононов Гордей Еремеевич,407029454576526663
8456,141163.22 RUB,2024-11-23 19:34:56,Замбия,Лыткин Елисей Александровна,407029663363923667
8457,9870.12 RUB,2024-12-17 23:42:26,Сомали,Наумова Мариан Рубеновна,407027067985643745
8458,294343.15 RUB,2024-07-12 18:19:40,Греция,Попов Глеб Валентиновна,407023333752568116
8459,49258.64 RUB,2025-04-11 21:19:55,Чили,Бирюкова Синклитикия Афанасьевна,407029114357208580
8460,9619.94 RUB,2024-09-10 07:22:13,Чили,Копылова Зосима Ефимович,407028622344292159
8461,60462.43 RUB,2024-10-06 08:33:56,Молдова,Морозов Дмитрий Иосифович,407020131473225662
8462,130658.51 RUB,2024-10-30 13:06:29,Сингапур,Никитин Остап Эдуардовна,407025210832475327
8463,241313.0 RUB,2024-12-11 00:05:09,Италия,Зайцева Ираклий Зиновьевич,407022548496226115
8464,153313.57 RUB,2025-02-14 04:39:28,ЮАР,Михеев Григорий Тимуровна,407029104046089535
8465,260454.04 RUB,2024-07-03 07:19:35,Сирия,Князев Никодим Ниловна,407022241940342207
8466,189306.84 RUB,2024-11-20 07:15:49,Киргизия,Галкина Фотий Тимуровна,407020500619220023
8467,172870.71 RUB,2024-09-18 02:13:04,Южная Корея,Морозов Дмитрий Иосифович,407020131473225662
8468,72164.93 RUB,2025-03-20 05:59:15,Мальта,Мельникова Иларион Владленович,407023390744506589
8469,127939.47 RUB,2024-11-22 15:35:41,Боливия,Комиссаров Роман Артемовна,407024198289642178
8470,257246.97 RUB,2024-08-24 20:32:42,Афганистан,Рыбакова Галактион Еремеевич,407028928450777605
8471,126906.89 RUB,2025-03-29 04:00:38,Молдова,Данилов Харитон Анисимович,407021911450758375
8472,292936.96 RUB,2024-08-12 19:06:42,Эфиопия,Лихачев Виктория Архиповна,407025480493393751
8473,187924.98 RUB,2025-03-02 17:18:25,Люксембург,Турова Вадим Данилович,407022490565821805
8474,146336.44 RUB,2025-05-17 19:50:30,Алжир,Журавлев Таисия Анатольевна,407027032200835920
8475,6805.45 RUB,2025-04-22 14:09:39,Чили,Рогова Феофан Фролович,407021538735222408
8476,134636.48 RUB,2024-12-24 21:16:18,Никарагуа,Наумова Мариан Рубеновна,407027067985643745
8477,4014.56 RUB,2025-03-18 23:19:52,Канада,Терентьева Эмилия Олеговна,407023642338578419
8478,189086.84 RUB,2025-03-01 08:20:48,Болгария,Семенов Боян Станиславовна,407024771193433353
8479,46735.93 RUB,2024-06-10 08:32:55,Ангола,Попов Глеб Валентиновна,407023333752568116
8480,15865.49 RUB,2025-02-17 01:07:09,Турция,Тарасова Ярополк Робертовна,407020768179032620
8481,290525.97 RUB,2024-09-24 03:14:09,Турция,Фомин Агап Ильич,407024988896595239
8482,242677.55 RUB,2025-02-07 01:29:54,Мальта,Лаврентьева Митофан Владимировна,407021197300443094
8483,89265.25 RUB,2025-04-13 16:40:10,Сирия,Кононова Давыд Денисович,407029896933648536
8484,205520.82 RUB,2024-10-12 10:56:01,Норвегия,Щербаков Бажен Федоровна,407027071950740306
8485,193897.21 RUB,2024-06-08 23:15:59,Индонезия,Михеев Григорий Тимуровна,407029104046089535
8486,136161.69 RUB,2025-01-18 20:48:05,Мальта,Князева Иосиф Альбертовна,407029955085444245
8487,76685.6 RUB,2024-07-23 23:09:01,Бразилия,Федотов Автоном Борисович,407023319234962651
8488,123495.56 RUB,2025-02-01 18:51:49,Франция,Котов Прокофий Борисовна,407027375099712618
8489,253643.66 RUB,2024-06-27 11:02:15,Киргизия,Зайцева Ираклий Зиновьевич,407022548496226115
8490,237721.35 RUB,2024-10-22 21:27:51,Уганда,Кондратьев Иосиф Харламович,407025897414452387
8491,135128.88 RUB,2024-07-06 20:13:58,Индия,Сергеев Эрнест Константиновна,407020925983196428
8492,183732.07 RUB,2024-09-23 20:02:02,Ирландия,Лыткин Елисей Александровна,407029663363923667
8493,267226.42 RUB,2025-02-18 05:15:41,Пакистан,Исаева Амвросий Эльдаровна,407022642841529921
8494,271396.16 RUB,2025-04-21 03:10:30,Уганда,Гуляева Федот Виленович,407020848495211917
8495,153501.23 RUB,2024-10-22 04:31:49,Италия,Лаврентьева Митофан Владимировна,407021197300443094
8496,93133.39 RUB,2024-11-07 20:05:39,Малайзия,Кондратьев Иосиф Харламович,407025897414452387
8497,245406.12 RUB,2024-07-23 23:41:14,Франция,Котов Кондрат Ерофеевич,407023795449503350
8498,230501.15 RUB,2024-10-22 13:07:13,Кипр,Семенов Боян Станиславовна,407024771193433353
8499,70508.51 RUB,2025-05-07 10:20:32,Индия,Бурова Андрон Филимонович,407029159343950331
8500,207681.9 RUB,2025-03-08 04:57:11,Уругвай,Савина Флорентин Адрианович,407023424408906955
8501,110185.61 RUB,2025-03-09 22:49:22,Непал,Ефремов Татьяна Гавриилович,407027382855792179
8502,99647.62 RUB,2025-01-14 11:56:58,Турция,Рыбакова Галактион Еремеевич,407028928450777605
8503,235320.15 RUB,2025-01-28 13:39:14,Мексика,Щербаков Бажен Федоровна,407027071950740306
8504,3493.99 RUB,2024-11-25 07:16:38,Дания,Щербаков Бажен Федоровна,407027071950740306
8505,171118.82 RUB,2024-11-12 23:51:09,Франция,Копылова Зосима Ефимович,407028622344292159
8506,213663.16 RUB,2024-11-25 12:42:51,Замбия,Сазонов Глафира Харитоновна,407028897435217629
